flight,time,wind_speed,wind_angle,battery_voltage,battery_current,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,speed,payload,altitude,route
1,5.61,0.800000012,342.0,24.21340942,0.055662416,-0.011036449,-0.003966789,0.020574276,0.000636099,0.001672235,-0.00713125,0.004501975,-0.128087553,-9.811142546,4.0,0.0,25,R5
1,5.7,0.800000012,344.0,24.22718048,0.087469511,-0.012084409,-0.001530939,0.020772315,0.002905461,0.000720185,0.004106378,0.0065821469999999,-0.115520644,-9.811969342,4.0,0.0,25,R5
1,5.9,0.8999999759999999,345.0,24.21966934,0.103373058,-0.013772136,-0.001418755,0.021091174,0.000614547,-0.000177683,0.000363351,0.007719003,-0.116409503,-9.813130599,4.0,0.0,25,R5
1,6.0,0.8999999759999999,347.0,24.22467804,0.087469511,-0.012112388,-0.003068879,0.020846287,-0.000178247,0.001590232,0.005178171,0.001543418,-0.127600306,-9.809919308,4.0,0.0,25,R5
1,6.2,1.0,352.0,24.22718048,0.103373058,-0.007900465,-0.0015084579999999,0.021185696,0.000426811,0.002405973,0.00602666,0.002910629,-0.12563894,-9.808893707,4.0,0.0,25,R5
1,6.3,1.100000024,357.0,24.21340942,0.174939021,-0.00917635,-0.001695798,0.021288232,-0.001247366,0.00161749,-0.003297748,0.005799738,-0.120362869,-9.81203717,4.0,0.0,25,R5
1,6.5,1.200000048,0.0,24.21841621,0.166987255,-0.00772626,-0.00749857,0.02125694,-0.00240528,-0.00187119,-0.004027273,0.006365051,-0.122813931,-9.812081609,4.0,0.0,25,R5
1,6.6,1.200000048,5.0,24.21591187,0.13518016,-0.007583261,-0.0071818219999999,0.021367299,0.002217288,0.000780805,0.004193144,0.004612447,-0.121317089,-9.809031116,4.0,0.0,25,R5
1,6.8,1.299999952,8.0,24.19963646,0.151083708,-0.006210184,-0.004827514,0.021473928,0.003016952,-0.000123628,0.002477221,0.005154188,-0.12020377,-9.809963747,4.0,0.0,25,R5
1,6.9,1.200000048,8.0,24.2121563,0.166987255,-0.007676581,-0.005094024,0.021443062,0.001644917,-0.00108169,-0.0055025,0.004521821,-0.125410223,-9.810998704,4.0,0.0,25,R5
1,7.1,1.200000048,9.0,24.22092056,0.151083708,-0.012947646,-0.006780819,0.021487683,-0.001159001,-0.000999457,-0.007149255,0.00545413,-0.124199027,-9.811265337,4.0,0.0,25,R5
1,7.2,1.100000024,6.0,24.21841621,0.206746116,-0.011148708,-0.005562604,0.021983377,0.002459871,0.000628651,0.00209627,0.004942725,-0.125830656,-9.811004552,4.0,0.0,25,R5
1,7.4,1.100000024,11.0,24.20965195,0.159035474,-0.012502415,-0.00546013,0.022089429,-0.0008731619999999,-0.000443725,0.002288804,0.005916613,-0.117665439,-9.809625193,4.0,0.0,25,R5
1,7.5,1.100000024,11.0,24.21466064,0.159035474,-0.01168089,-0.005277932,0.021776122,-0.002046283,-0.00081516,-0.002013168,0.003077233,-0.127335601,-9.80964215,4.0,0.0,25,R5
1,7.71,1.0,13.0,24.20714760000001,0.174939021,-0.011676848,-0.00489515,0.022069889,-0.002838031,0.002634514,-0.004124802,0.004487666,-0.127185985,-9.810302886,4.0,0.0,25,R5
1,7.8,0.8999999759999999,13.0,24.22092056,0.151083708,-0.011819482,-0.00461638,0.022364625,0.001108104,-0.002721313,0.000400832,0.007327172,-0.114317689,-9.811286387,4.0,0.0,25,R5
1,8.0,0.8999999759999999,19.0,24.21466064,0.143131927,-0.009149103,-0.008402241,0.022248809,-0.000165763,0.001971832,-0.002288738,0.008996351,-0.11370649,-9.811820823,4.0,0.0,25,R5
1,8.11,0.800000012,24.0,24.21591187,0.13518016,-0.009655772,-0.008422231,0.022162887,-2.77e-05,-0.001434548,0.003716703,0.002871229,-0.127874458,-9.809231091,4.0,0.0,25,R5
1,8.3,0.800000012,27.0,24.20714760000001,0.174939021,-0.010084615,-0.006457563,0.022364626,0.002685382,0.000854112,0.004743184,0.004930411,-0.125703588,-9.809589525,4.0,0.0,25,R5
1,8.41,0.699999988,32.0,24.21090508,0.151083708,-0.01112332,-0.006572264,0.022525161,-0.004080728,-0.003352053,-0.006620366,0.009120635,-0.116941801,-9.813030027,4.0,0.0,25,R5
1,8.6,0.699999988,34.0,24.21466064,0.13518016,-0.007152842,-0.002963704,0.022744876,0.000180285,0.000639791,-0.007139247,0.008416976,-0.12145618,-9.81342296,4.0,0.0,25,R5
1,8.7,0.699999988,36.0,24.20464516,0.174939021,-0.00583391,-0.006332042,0.022814058,0.001942237,-0.001107649,0.003371843,0.003368434,-0.122720028,-9.810536774,4.0,0.0,25,R5
1,8.9,0.699999988,37.0,24.20840073,0.159035474,-0.0070328319999999,-0.006078621,0.022999688,0.001184792,-9.69e-05,0.004311498,0.0063056419999999,-0.11760144,-9.810704005,4.0,0.0,25,R5
1,9.02,0.800000012,41.0,24.21466064,0.159035474,-0.008888668,-0.005667705,0.022468747,-0.002240944,-0.000220423,-0.001880942,0.004912004,-0.126168277,-9.810616297,4.0,0.0,25,R5
1,9.2,0.800000012,42.0,24.21966934,0.087469511,-0.005234123,-0.002713422,0.022540856,0.004963148,-0.000650856,0.000833532,0.002927581,-0.129731233,-9.809581339,4.0,0.0,25,R5
1,9.3,0.8999999759999999,42.0,24.2121563,0.095421284,-0.005800168,-0.002506982,0.022808338,-0.002557114,-0.001873068,-0.002871317,0.008860169,-0.116350309,-9.813267424,4.0,0.0,25,R5
1,9.5,1.0,43.0,24.2121563,0.087469511,-0.007984975,-0.003299368,0.023185137,-0.001802865,0.0004055,-0.003674948,0.006709891,-0.121311251,-9.81233187,4.0,0.0,25,R5
1,9.6,1.100000024,44.0,24.22092056,0.071565963,-0.007800127,-0.002788183,0.023379759,0.001382714,-0.000190612,0.006278045,0.004838142,-0.120790886,-9.809444515,4.0,0.0,25,R5
1,9.8,1.100000024,40.0,24.22342491,0.095421284,-0.011652326,-0.004901629,0.023452825,0.000849357,-0.0001628229999999,0.002100122,0.005456598,-0.116096805,-9.810951927,4.0,0.0,25,R5
1,9.91,1.200000048,33.0,24.21466064,0.103373058,-0.012738919,-0.005082557,0.023243205,-0.000897511,0.001442687,-0.000217974,0.001877913,-0.129051156,-9.809085495,4.0,0.0,25,R5
1,10.11,1.200000048,32.0,24.22092056,0.103373058,-0.015427286,-0.0066962609999999,0.023092485,0.002208997,0.003629441,0.003461883,0.000486147,-0.128434549,-9.809073801,4.0,0.0,25,R5
