epoch,train_loss,val_loss,learning_rate,candidate,model_type,window_seconds,window_steps,is_best_epoch,phase
44,0.024268726297773838,0.020419672304068593,4.6875e-06,tcn_rls_window_1s,tcn_rls,1.0,8,0,stage1_tcn_window
45,0.024409531373128446,0.020413295413429313,4.6875e-06,tcn_rls_window_1s,tcn_rls,1.0,8,0,stage1_tcn_window
46,0.024307597948680062,0.020401469619444126,4.6875e-06,tcn_rls_window_1s,tcn_rls,1.0,8,0,stage1_tcn_window
47,0.024324952903368793,0.02033720231506608,4.6875e-06,tcn_rls_window_1s,tcn_rls,1.0,8,0,stage1_tcn_window
48,0.024414331843479117,0.020449661729104777,2.34375e-06,tcn_rls_window_1s,tcn_rls,1.0,8,0,stage1_tcn_window
49,0.024384534759160758,0.020406831117173216,2.34375e-06,tcn_rls_window_1s,tcn_rls,1.0,8,0,stage1_tcn_window
50,0.024371169166174152,0.020413881217031346,2.34375e-06,tcn_rls_window_1s,tcn_rls,1.0,8,0,stage1_tcn_window
1,0.14411897901891252,0.0476697736945841,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
2,0.059678727098108744,0.03375957519233699,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
3,0.04759979868498818,0.029909227593216788,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
4,0.04210675852048858,0.027011560304073354,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
5,0.03832677674349882,0.02536925897592455,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
6,0.03590572054767534,0.02419205037360508,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
7,0.033733097542356184,0.02306958372312519,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
8,0.03232986111111111,0.023720365032635398,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
9,0.031067726802600473,0.02271202594168952,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
10,0.029980240962371948,0.02235554306337123,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
11,0.029286055087667455,0.023461300363488344,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
12,0.028265529575453113,0.02187006065280317,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
13,0.027748408564814815,0.02207416950530355,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
14,0.027434132436958233,0.021906309807758227,0.0003,tcn_rls_window_1.2s,tcn_rls,1.2,10,0,stage1_tcn_window
