sample_power_w_mae,sample_power_w_rmse,sample_power_w_r2,sample_power_w_mape_percent,sample_power_w_wape_percent,tcn_sample_power_w_mae,tcn_sample_power_w_rmse,tcn_sample_power_w_r2,tcn_sample_power_w_mape_percent,tcn_sample_power_w_wape_percent,flight_energy_wh_mae,flight_energy_wh_rmse,flight_energy_wh_r2,flight_energy_wh_mape_percent,flight_energy_wh_wape_percent,tcn_flight_energy_wh_mae,tcn_flight_energy_wh_rmse,tcn_flight_energy_wh_r2,tcn_flight_energy_wh_mape_percent,tcn_flight_energy_wh_wape_percent,confidence_level,power_interval_radius_w,sample_power_interval_coverage_percent,sample_power_interval_mean_width_w,flight_energy_interval_coverage_percent,flight_energy_interval_mean_width_wh,test_rows,test_flights,prediction_file,flight_energy_summary_file,power_bin_evaluation_file
30.574136205592776,48.12458355451592,0.9540915262248694,65.79955212544343,7.525812513528445,33.451865831206035,50.64198434656647,0.9491629530023247,122.18641801647034,8.234164614839164,0.09547466113603173,0.1267168397569105,0.999270422679721,0.437545263362024,0.4363672594653864,0.5078127787692649,0.6610514181034653,0.9801448514444017,2.388522600419974,2.3209600113408357,0.95,90.99970245361328,94.28072896471501,163.89519223404824,100.0,8.825061366071939,36106,28,I:\STUDY\python\project\Energy-prediction\2.0\out\predictions\test_predictions_2.1.csv,I:\STUDY\python\project\Energy-prediction\2.0\out\model\flight_energy_summary_2.1.csv,I:\STUDY\python\project\Energy-prediction\2.0\out\model\power_bin_evaluation_2.1.csv
