sample_power_w_mae,sample_power_w_rmse,sample_power_w_r2,sample_power_w_mape_percent,sample_power_w_wape_percent,tcn_sample_power_w_mae,tcn_sample_power_w_rmse,tcn_sample_power_w_r2,tcn_sample_power_w_mape_percent,tcn_sample_power_w_wape_percent,flight_energy_wh_mae,flight_energy_wh_rmse,flight_energy_wh_r2,flight_energy_wh_mape_percent,flight_energy_wh_wape_percent,tcn_flight_energy_wh_mae,tcn_flight_energy_wh_rmse,tcn_flight_energy_wh_r2,tcn_flight_energy_wh_mape_percent,tcn_flight_energy_wh_wape_percent,confidence_level,power_interval_radius_w,sample_power_interval_coverage_percent,sample_power_interval_mean_width_w,flight_energy_interval_coverage_percent,flight_energy_interval_mean_width_wh,test_rows,test_flights,prediction_file,flight_energy_summary_file,power_bin_evaluation_file
31.977626028082803,49.262758606056295,0.9518943218179277,84.32947410637772,7.871281023175928,34.12467791186921,51.594486094746195,0.9472326276468582,154.38521142991863,8.399777063932063,0.12686115673246354,0.17553099750260626,0.9986000571718843,0.6547969502946169,0.5798193430305046,0.5345237437909144,0.7369396449350827,0.9753244694133595,2.534036353002989,2.443042566706661,0.95,89.11250305175781,93.40829778984101,160.80831854694813,100.0,8.658703742138062,36106,28,I:\STUDY\python\project\Energy-prediction\2.0\out\predictions\test_predictions_2.0.csv,I:\STUDY\python\project\Energy-prediction\2.0\out\model\flight_energy_summary_2.0.csv,I:\STUDY\python\project\Energy-prediction\2.0\out\model\power_bin_evaluation_2.0.csv
