sample_power_w_mae,sample_power_w_rmse,sample_power_w_r2,sample_power_w_mape_percent,sample_power_w_wape_percent,flight_energy_wh_mae,flight_energy_wh_rmse,flight_energy_wh_r2,flight_energy_wh_mape_percent,flight_energy_wh_wape_percent,test_rows,test_flights,prediction_file,flight_energy_summary_file,power_bin_evaluation_file
36.45610651193889,67.31304313245124,0.9195748377167983,588.5532407817798,9.246596511251106,0.6297975340148743,1.1022545775251604,0.9597336160887155,3.0176337086864695,2.8921749108768506,39761,30,I:\STUDY\python\project\Energy-prediction\1.0\out\predictions\test_predictions_1.0.csv,I:\STUDY\python\project\Energy-prediction\1.0\out\model\flight_energy_summary_1.0.csv,I:\STUDY\python\project\Energy-prediction\1.0\out\model\power_bin_evaluation_1.0.csv
